NodeID4,Worklflow_Node,Unit_Node1_1,Unit_Node1_2,Unit_Node1_3,Unit_Node1_4,Unit_Node1_5,Unit_Node1_6,Unit_Node1_7,Unit_Node1_8,IC
fc233,Utility Supply Workflow,Landlord's Responsibility for Initial Setup,Tenant's Responsibility for Consumption Charges,,,,,,,1
fc234,Disputes Workflow,Application to NCAT for Disputes,Seeking Ombudsman Support,,,,,,,1
fc235,Rent Reduction Workflow,Applying for Rent Reduction,Application to NCAT for Disputes,,,,,,,1
fc241,Immediate Response to Mould,Notify Landlord of Mould Issues,Mitigate Losses,,,,,,,1
fc242,Seeking Repairs,Notify Landlord of Mould Issues,Apply for Tribunal Orders,,,,,,,1
fc243,Claiming Compensation,Provide Evidence of Mould,Apply for Tribunal Orders,,,,,,,1
fc244,Leaving the Premises,Notify Landlord of Termination,Mitigate Losses,,,,,,,1
fc251,Goods Disposal Workflow,Providing Notice of Disposal,Disposal of Perishable Goods and Rubbish,,,,,,,1
fc252,Goods Retrieval Workflow,Claiming Goods Before Disposal,Motor Vehicles Special Rules,,,,,,,1
fc253,Recordkeeping Workflow,Providing Notice of Disposal,Retention Periods for Records,,,,,,,1
fc254,Disputes Workflow,Claiming Goods Before Disposal,Application to Tribunal for Goods-Related Disputes,,,,,,,1
fc255,Compensation Workflow,Documenting Unlawful Disposal,Application to Tribunal for Goods-Related Disputes,,,,,,,1
fc261,Immediate Response to Hazard,Notify Landlord of Damage or Hazards,Mitigate Risks,,,,,,,1
fc262,Requesting Repairs,Notify Landlord of Damage or Hazards,Apply for Tribunal Orders,,,,,,,1
fc263,Compensation for Losses,Provide Evidence to Tribunal,Apply for Tribunal Orders,,,,,,,1
fc264,Leaving the Premises,Notify Landlord of Termination,Return Keys and Document Condition,,,,,,,1
fc271,Disputes Workflow,Notifying the Proprietor of Issues,Application to NCAT for Disputes,,,,,,,1
fc272,Eviction Process Workflow,Providing Valid Notice of Termination,Quiet Enjoyment of Premises,,,,,,,1
fc273,Repairs Workflow,Notifying the Proprietor of Issues,Proprietor's Responsibility for Repairs,,,,,,,1
fc274,Occupancy Rights Workflow,Quiet Enjoyment of Premises,Security Deposit Management,,,,,,,1
fc281,Premises Access Workflow,Tenantsï¼?Right to Quiet Enjoyment,Landlord's Obligation to Provide Notice,,,,,,,1
fc282,Sale of Premises Workflow,Landlord's Disclosure Obligation,Providing Written Notice of Termination,,,,,,,1
fc283,Ending Agreement Workflow,Providing Written Notice of Termination,Termination for Non-Disclosure,,,,,,,1
fc284,Rights Workflow,Tenantsï¼?Right to Quiet Enjoyment,Limits on Open House Inspections,,,,,,,1
fc285,Compensation Workflow,Documenting Losses,Application to NCAT for Disputes,,,,,,,1
fd011,National Risk Assessment (NRA) Preparation,Conduct Risk Assessment,Stakeholder Engagement,,,,,,,1
fd012,Post-NRA Policy Actions,Conduct Risk Assessment,Policy Alignment,,,,,,,1
fd021,Risk Analysis Workflow,Conduct Risk Assessment,Data Collection and Analysis,,,,,,,1
fd022,Policy Implementation Workflow,Policy Alignment,Stakeholder Engagement,,,,,,,1
fd031,Risk Mitigation Workflow,Assess Risk of Terrorist Financing (TF),Develop Proportionate Measures,,,,,,,1
fd051,AML Compliance Process for Real Estate,Conduct Due Diligence,Assess Risk Profile,,,,,,,1
fd052,Risk-Based Supervision in Real Estate,Assess Risk Profile,Verify Beneficial Ownership,,,,,,,1
fd053,Onboarding New Clients,Conduct Due Diligence,Verify Beneficial Ownership,,,,,,,1
fd061,Program Planning and Monitoring,Evaluate Program Feasibility,Risk Assessment,,,,,,,1
fd062,Transparency and Accountability Measures,Financial Reporting,Risk Assessment,,,,,,,1
fd063,Governance of Operational Structure,Evaluate Program Feasibility,Risk Assessment,,,,,,,1
fd071,Application Process for Permit,Submit Request,Verify Details,,,,,,,1
fd072,Compliance Verification,Submit Request,Verify Details,,,,,,,1
fd073,Renewal of License,Submit Request,Verify Details,,,,,,,1
fd081,Financial Institution Supervision,Risk Assessment,Risk Mitigation Strategy Development,,,,,,,1
fd082,Designated Non-Financial Businesses and Professions (DNFBPs) Supervision,Risk Assessment,Training and Capacity Building,,,,,,,1
fd083,Virtual Asset Service Providers (VASPs) Regulation,Risk Assessment,Technological Tools Implementation,,,,,,,1
fd084,National Risk Assessment Coordination,Risk Assessment,Stakeholder Engagement,,,,,,,1
fd091,Risk Management for Virtual Asset Service Providers (VASPs),Conduct Risk Assessment,Develop Mitigation Strategies,,,,,,,1
fd092,AML/CFT Compliance for Financial Institutions,Engage Stakeholders,Conduct Risk Assessment,,,,,,,1
fd101,Digital Identity Onboarding,Identity Verification,Data Submission,,,,,,,1
fd102,Financial Transaction Processing,Transaction Initiation,Identity Verification,,,,,,,1
fd103,Compliance Management,Data Collection,Identity Verification,,,,,,,1
fd111,AML Compliance Framework,Transaction Monitoring,Risk Assessment,,,,,,,1
fd112,Terrorist Financing Risk Mitigation,Customer Due Diligence (CDD),Compliance Review,,,,,,,1
fd113,National Risk Assessment,Governance and Scoping,Risk Assessment,,,,,,,1
fd121,Identity Verification Process,Verification,Data Validation,,,,,,,1
fd122,Verification,Approval Process,Verification,,,,,,,1
fd123,Regulatory Compliance Monitoring,Data Validation,Approval Process,,,,,,,1
fd131,Shell Egg Processing,Receiving Shell Eggs,Washing Shell Eggs,,,,,,,1
fd132,Returned Product Handling,Receiving Shell Eggs,Returned Products,,,,,,,1
fd133,Hazard Monitoring and Control,Receiving Shell Eggs,Washing Shell Eggs,,,,,,,1
fd141,Shell Egg Processing,Receiving Shell Eggs,Washing Shell Eggs,,,,,,,1
fd142,Returned Product Evaluation,Receiving Shell Eggs,Returned Product Handling,,,,,,,1
fd143,Hazard Control and Monitoring,Receiving Shell Eggs,Washing Shell Eggs,,,,,,,1
fd151,Raw Material Preparation for Fully Cooked Roast Beef,Receiving Raw Meat (Eye Rounds),Cold Storage,,,,,,,1
fd152,Cooking and Cooling Process,Cooking (CCP 1),Chilling (CCP 2),,,,,,,1
fd153,Packaging and Distribution,Packaging and Labeling,Storage/Distribution,,,,,,,1
fd161,Pre-Harvest Management,Breeder Flock & Hatchery,Grow-out Houses,,,,,,,1
fd162,Slaughter and Processing,Live Receiving and Hanging,Scalding,,,,,,,1
fd181,Group-Wide Compliance for Financial Institutions,Group-wide Information Sharing,Suspicious Activity Reporting (SAR),,,,,,,1
fd182,Enhancing Cross-Sector Information Sharing,Public-Private Collaboration,Legal and Regulatory Framework Alignment,,,,,,,1
fd191,AML/CFT Compliance for Financial Inclusion,Risk Assessment and Mitigation,Customer Due Diligence (CDD),,,,,,,1
fd192,Digital Financial Inclusion Framework,Digital Financial Inclusion,Simplified Due Diligence (SDD) Regime,,,,,,,1
fd193,Enhancing Collaboration for Financial Inclusion,Public-Private Collaboration,Customer Due Diligence (CDD),,,,,,,1
fd201,Establishing Correspondent Banking Relationships,Customer Due Diligence (CDD),Risk Assessment and Monitoring,,,,,,,1
fd202,Managing Correspondent Banking Risks,Ongoing Transaction Monitoring,Clear Governance Agreements,,,,,,,1
fd203,Enhancing Collaboration for Risk Mitigation,Public-Private Collaboration,Enhanced Due Diligence (EDD),,,,,,,1
fd211,Criminalizing Terrorist Financing Activities,Defining Terrorist Financing Offenses,Applying Targeted Financial Sanctions,,,,,,,1
fd212,Risk Assessment and Mitigation Framework,Risk-Based Assessment for Compliance,Enhanced Due Diligence for High-Risk Areas,,,,,,,1
fd213,Accountability and Legal Framework,Legal and Administrative Liability,Prosecution of Ancillary Offenses,,,,,,,1
fd221,MVTS Risk Management Framework,Risk Assessment,Customer Due Diligence (CDD),,,,,,,1
fd222,Transaction Oversight and Reporting,Transaction Monitoring,Reporting Suspicious Transactions,,,,,,,1
fd223,Enhancing AML/CFT Compliance through Collaboration,Public-Private Collaboration,Risk Assessment,,,,,,,1
fd231,AML/CFT Data Collection Framework,Data Collection and Organization,Data Harmonization Across Agencies,,,,,,,1
fd232,AML/CFT Data Analysis and Reporting,Data Presentation and Dissemination,Performance Metrics and Evaluation,,,,,,,1
fd241,AML/CFT Risk-Based Supervisory Framework,Understanding ML/TF Risks,Market Entry Controls,,,,,,,1
fd242,Enforcement and Sanctions Mechanism,Remedial Actions and Sanctions,Coordination and Cooperation,,,,,,,1
fd243,Data-Driven Risk Management,Data Collection and Analysis,Understanding ML/TF Risks,,,,,,,1
fd251,Enhancing Transparency for Legal Persons,Understanding Risks of Legal Persons and Arrangements,Mechanisms to Obtain Beneficial Ownership Information,,,,,,,1
fd252,Legal Arrangements and Trusts Transparency,Understanding Risks of Legal Persons and Arrangements,Access to Beneficial Ownership Information by Authorities,,,,,,,1
fd253,International Cooperation and Information Sharing,Coordination Between Competent Authorities,Access to Beneficial Ownership Information by Authorities,,,,,,,1
fd261,Risk-Based Supervision Framework,Understanding ML/TF Risks,Risk-Based Approach to Supervision,,,,,,,1
fd262,Banking Sector Compliance Mechanism,Customer Due Diligence (CDD),Ongoing CDD/Monitoring,,,,,,,1
fd263,AML/CFT Operational Enhancements,Training and Awareness,Reporting Suspicious Transactions,,,,,,,1
fd271,National AML/CFT Risk Management,Understanding National Risks and Coordination,Customer Due Diligence (CDD),,,,,,,1
fd272,Enhanced Enforcement Measures,"Detection, Investigation, Prosecution, and Confiscation","Freezing, Seizing, and Confiscation of Proceeds",,,,,,,1
fd281,Establishing a Designation Framework,Clear Authorities and Procedures for Designation,Evidentiary Standards and Use of Intelligence,,,,,,,1
fd282,Freezing and Enforcement of Financial Sanctions,Freezing Funds or Other Assets Without Delay,Communication and Reporting Mechanisms,,,,,,,1
fd283,Post-Designation Management,"Review, Delisting, and Unfreezing Procedures",Compliance by Designated Persons and Access to Frozen Assets,,,,,,,1
fd291,CDD and Risk-Based Approach,Customer Due Diligence (CDD),Risk Assessment for Domestic and Foreign PEPs,,,,,,,1
fd292,Ongoing Monitoring and Compliance,Ongoing Monitoring of Business Relationships,Source of Wealth and Funds Verification,,,,,,,1
fd293,Collaboration and Information Sharing,Coordination with Competent Authorities,Enhanced Due Diligence for PEPs,,,,,,,1
fd301,AML/CFT Measures for Prepaid Cards,Customer Due Diligence (CDD),Risk-Based Approach,,,,,,,1
fd302,AML/CFT Measures for Mobile Payments,Customer Due Diligence (CDD),Risk-Based Approach,,,,,,,1
fd303,AML/CFT Measures for Internet-Based Payment Services,Customer Due Diligence (CDD),Transaction Monitoring and Record Keeping,,,,,,,1
fd311,Implementation of Targeted Financial Sanctions,Identifying and Designating Persons/Entities Supporting WMD Proliferation,Freezing and Prohibiting Dealings in Funds of Designated Persons/Entities,,,,,,,1
fd321,National ML/TF Risk Assessment Framework,Identification of ML/TF Risks,Vulnerability Assessment,,,,,,,1
fd331,Risk Assessment and Mitigation Framework,Customer Due Diligence (CDD),Risk-Based Approach (RBA),,,,,,,1
fd341,AML/CFT Measures for VTC Programs,Customer Due Diligence (CDD),Source of Funds Verification,,,,,,,1
fd343,Strengthening International Cooperation,International Cooperation and Information Sharing,Source of Funds Verification,,,,,,,1
fd361,Comprehensive Asset Tracing Framework,Tracing and Investigating Assets,Multi-Disciplinary Task Forces,,,,,,,1
fd362,Effective Confiscation and Management,"Asset Freezing, Seizing, and Confiscation",Non-Conviction-Based Confiscation,,,,,,,1
fd363,International Coordination and Information Sharing,International Cooperation,Monitoring and Evaluation Mechanisms,,,,,,,1
fd364,Capacity Building and Knowledge Sharing,Training and Capacity Building,Monitoring and Evaluation Mechanisms,,,,,,,1
fd371,Enhancing Domestic Information Sharing,Export Controls and Customs Information Sharing,Intelligence Services Cooperation,,,,,,,1
fd372,Strengthening Proliferation Sanctions,Risk-Based Approach for Sanctions Implementation,Law Enforcement and Prosecution Integration,,,,,,,1
fd373,Capacity Building for AML/CFT Agencies,Training and Capacity Building for Agencies,Domestic Coordination Mechanisms,,,,,,,1
fe011,Airworthiness Directive Drafting and Issuance,Drafting Airworthiness Directives (ADs),Review and Coordination Process,,,,,,,1
fe013,Compliance and Training Support,Training for AD Compliance,Review and Coordination Process,,,,,,,1
fe021,Procurement Policy Implementation Framework,Procurement Planning,Contract Clauses Development,,,,,,,1
fe023,Contract Oversight and Compliance,Contract Administration,Training and Capacity Building,,,,,,,1
fe031,Airship Operations Framework,Envelope Pressure Control System,Gas Release System,,,,,,,1
fe032,Emergency Handling Procedures,Air System Adjustments,Gas Release System,,,,,,,1
fe041,Aerodynamic Efficiency and Resistance Management,Fluid Resistance Analysis,Streamline Design Optimization,,,,,,,1
fe042,Stability and Structural Integrity,Aerodynamic Stability Evaluation,Stress Analysis for Maximum Load Conditions,,,,,,,1
fe043,Power and Performance Optimization,Power Requirements Assessment,Training and Operational Procedures,,,,,,,1
fe051,Flight Training Framework,Primary and Intermediate Flight Training,Role of the Flight Instructor,,,,,,,1
fe052,Regulatory and Certification Standards,Role of the FAA,Airman Certification Standards (ACS) and Practical Test Standards (PTS),,,,,,,1
fe053,Operational Practices and Risk Management,Stall Awareness and Recovery,Use of Checklists,,,,,,,1
fe063,Flight Safety and Post-Landing,Before-Takeoff Check,After-Landing Procedures,,,,,,,1
fe073,Combined Maneuvers for Precision,Turns,Straight-and-Level Flight,,,,,,,1
fe081,Basics of Energy Management,Energy State Management,Throttle-Elevator Coordination,,,,,,,1
fe083,Advanced Energy Management Techniques,Scenario-Based Energy Recovery,Specific Excess Power (PS) Utilization,,,,,,,1
fe091,Upset Prevention Fundamentals,Upset Prevention and Recovery Training (UPRT),Spatial Disorientation Mitigation,,,,,,,1
fe092,Advanced In-Flight Maneuvering,Energy Management During Maneuvers,Stall Recognition and Recovery,,,,,,,1
fe093,Risk Mitigation in Flight Operations,Spatial Disorientation Mitigation,Energy Management During Maneuvers,,,,,,,1
fe101,Normal Takeoff Procedures,Takeoff Roll,Lift-Off,,,,,,,1
fe102,Crosswind Takeoff Techniques,Crosswind Takeoff,Lift-Off,,,,,,,1
fe103,Short-Field and Soft-Field Takeoff Procedures,Takeoff Roll,Ground Effect on Takeoff,,,,,,,1
fe112,Traffic Pattern Simulation,Rectangular Course Maneuvers,Wind Drift Correction,,,,,,,1
fe113,Advanced Ground Reference Techniques,Turns Around a Point,Constant Radius Turns,,,,,,,1
fe121,Standard Rectangular Traffic Pattern,Downwind Leg,Base Leg,,,,,,,1
fe122,Non-Towered Airport Entry Techniques,Crosswind Leg,Upwind Leg,,,,,,,1
fe123,Advanced Traffic Flow Management,Base Leg,Final Approach Leg,,,,,,,1
fe131,Normal Approach and Landing,Base Leg,Final Approach,,,,,,,1
fe132,Crosswind Approach and Landing,Base Leg,Final Approach,,,,,,,1
fe133,Short-Field Approach and Landing,Base Leg,Final Approach,,,,,,,1
fe143,Advanced Pilot Proficiency Maneuvers,Steep Spiral,Lazy Eight,,,,,,,1
fe161,Transition to Complex Airplanes,Landing Gear Operation and Safety,Controllable-Pitch Propeller Mechanics,,,,,,,1
fe162,High-Performance Airplane Transition,Landing Gear Operation and Safety,Controllable-Pitch Propeller Mechanics,,,,,,,1
fe163,Aerodynamic Enhancements and Safety,Use of Flaps for Lift Adjustment,Landing Gear Operation and Safety,,,,,,,1
fe172,Flight Maneuvers,Go-Around Maneuver,Yaw Damper,,,,,,,1
fe183,Tailwheel Landing Techniques,Three-Point Landing,Crosswind Landing Techniques,,,,,,,1
fe191,Transition to Turboprop Operations,Feathering Propellers,Fuel Crossfeed,,,,,,,1
fe192,Advanced Turboprop Maneuvers,Feathering Propellers,Fuel Crossfeed,,,,,,,1
fe201,Jet Airplane Operations,Thrust Reversers,Spoilers,,,,,,,1
fe202,Landing Procedures,Ground Spoiler Deployment,Thrust Reversers,,,,,,,1
fe211,Transition Training for LSAs,Preflight Inspection,Short-Field Takeoff,,,,,,,1
fe212,Advanced LSA Operations,Preflight Inspection,Crosswind Landing,,,,,,,1
fe213,LSA Emergency Procedures,Crosswind Landing,Emergency Approach and Landing,,,,,,,1
fe221,Emergency Landings,Emergency Landing,Psychological Hazards,,,,,,,1
fe222,Engine Failure Management,Engine Failure After Takeoff,Emergency Descent,,,,,,,1
fe223,Flight System Malfunctions,Basic Safety Concepts,Terrain Selection,,,,,,,1
ff011,Labeling Requirements for Domestic Spirits,Brand Name Placement,Alcohol Content Labeling,,,,,,,1
ff012,Labeling Requirements for Imported Spirits,Country of Origin Specification,Brand Name Placement,,,,,,,1
