NodeID4,Worklflow_Node,Unit_Node1_1,Unit_Node1_2,Unit_Node1_3,Unit_Node1_4,Unit_Node1_5,Unit_Node1_6,Unit_Node1_7,Unit_Node1_8,IC
fb143,Follow-up and Record Keeping,Arrange Follow-Up,Handover Information to Relevant Practitioners,Document Consultation Details,,,,,,1
fb151,Preparing Advertising Content,Define Scope of Advertising,Ensure Advertising Compliance,Substantiate Claims with Evidence,,,,,,1
fb152,Reviewing Published Advertisements,Monitor Compliance of Published Advertisements,Substantiate Claims with Evidence,Avoid Prohibited Practices,,,,,,1
fb153,Handling Advertising Complaints,Receive and Document Complaints,Investigate Alleged Breaches,Enforce Compliance Measures,,,,,,1
fb161,Preparing Cosmetic Surgery Advertising,Define Advertising Scope,Ensure Advertising Compliance,Substantiate Claims with Evidence,,,,,,1
fb162,Reviewing Published Advertisements,Monitor Published Advertisements,Provide Accurate Risk Information,Avoid Prohibited Practices,,,,,,1
fb163,Managing Advertising Violations,Identify Advertising Violations,Enforce Advertising Standards,Avoid Prohibited Practices,,,,,,1
fb171,Pre-Procedure Assessment,Conduct Initial Consultation,Conduct Psychological Screening,Ensure Patient Understanding,,,,,,1
fb172,Consent and Cooling-Off Period,Ensure Patient Understanding,Obtain Informed Consent,Provide Financial Information,,,,,,1
fb173,During the Procedure,Ensure Patient Understanding,Maintain Sterile and Safe Conditions,Monitor Patient Safety,,,,,,1
fb174,Post-Procedure Care,Provide Post-Procedural Care,Document Procedure Details,Handle Complaints Professionally,,,,,,1
fb181,Initial Supervision Setup,Assign Principal Supervisor,Develop Supervised Practice Plan,Conduct Orientation,,,,,,1
fb182,Ongoing Supervision,Monitor Work Performance,Provide Constructive Feedback,Report to the Board,,,,,,1
fb183,Adjusting Supervision Levels,Review Performance Reports,Adjust Supervision Levels,Inform the Board,,,,,,1
fb191,Responding to a Practice Information Notice,Provide Practice Information,Verify Compliance with the National Law,Notify of Delays or Issues,,,,,,1
fb192,Compliance Monitoring,Provide Practice Information,Verify Compliance with the National Law,Respond to Practice Information Notice,,,,,,1
fb193,Addressing Non-Compliance,Respond to Practice Information Notice,Provide Practice Information,Notify of Delays or Issues,,,,,,1
fb201,Initial Planning and Scope Definition,Identify Supporting Organisations,Establish Expert Committee,Engage Stakeholders,,,,,,1
fb202,Evidence Gathering and Analysis,Develop Research Questions,Contract External Reviewers,Develop Research Protocols,,,,,,1
fb203,Drafting and Refinement,Draft Guidelines,Engage Stakeholders,Revise Guidelines Based on Feedback,,,,,,1
fb211,Initial Planning and Evidence Selection,Appoint Experts and Stakeholders,Develop Inclusion and Exclusion Criteria,Contract Independent Methods Experts,,,,,,1
fb214,Finalisation and Release,Revise Draft Based on Feedback,Seek Approval for Final Release,Release Final Guidelines,,,,,,1
fc011,Utility Setup Workflow,Responsibility for Installation,Confirmation of Separate Metering,Compliance with Water Efficiency Standards,,,,,,1
fc012,Utility Usage Workflow,Measurement of Utility Usage,Provision of Utility Bills,Verification of Billing Accuracy,,,,,,1
fc013,Maintenance Workflow,Responsibility for Installation,Reporting Utility Issues,Addressing Repairs,,,,,,1
fc014,Dispute Resolution Workflow,Reporting Utility Issues,Involving Ombudsman Services,Legal Action for Unpaid Utilities,,,,,,1
fc021,Starting a Tenancy Workflow,Provision of the Tenancy Agreement,Landlord Disclosure of Material Facts,Condition Report Completion,,,,,,1
fc022,Holding Fee Workflow,Payment of Holding Fee,Holding Fee Application to Rent,Holding Fee Refund,,,,,,1
fc023,Bond Dispute Workflow,Condition Report Completion,Lodgement of Bond with Fair Trading,Dispute Over Bond,,,,,,1
fc024,Dispute Resolution Workflow,Provision of the Tenancy Agreement,Addressing Invalid Tenancy Terms,Holding Fee Refund,,,,,,1
fc031,Bond Payment Workflow,Payment of Bond,Lodgement of Bond with NSW Fair Trading,Condition Report Completion,,,,,,1
fc032,Bond Refund Workflow,Bond Refund Claim Process,Submission of Claim for Refund Form,Dispute of Claim,,,,,,1
fc033,Dispute Resolution Workflow,Condition Report Completion,Lodgement of Bond with NSW Fair Trading,Bond Refund Claim Process,,,,,,1
fc041,Rent Increase Workflow,Providing Correct Notice of Rent Increase,Permitted Frequency of Rent Increases,Notice Delivery Requirements,,,,,,1
fc042,Excessive Rent Dispute Workflow,Gathering Evidence,Applying to NCAT,Tribunal Decision,,,,,,1
fc043,Dispute Resolution Workflow,Providing Correct Notice of Rent Increase,Applying to NCAT,Resolving Incorrect Notices,,,,,,1
fc051,Rent Arrears Workflow,Rent Arrears Check,Negotiation for Repayment Plan,Non-Payment Termination Notice,,,,,,1
fc052,Utility Arrears Workflow,Utility Arrears Check,Rent Arrears Check,Non-Payment Termination Notice,,,,,,1
fc053,Dispute Resolution Workflow,Application to NCAT,Conciliation at NCAT Hearing,Presentation of Evidence,,,,,,1
fc061,Urgent Repairs Workflow,Reporting Repairs to Landlord/Agent,Contacting Service Providers,Arranging Repairs Independently,,,,,,1
fc062,Non-Urgent Repairs Workflow,Reporting Repairs to Landlord/Agent,Negotiating Repairs,Rent Reduction for Disrepair,,,,,,1
fc063,Dispute Resolution Workflow,Application to NCAT,Compensation Claims,Tribunal Orders for Repairs,,,,,,1
fc071,Security Maintenance Workflow,Reporting Security Issues to the Landlord/Agent,Installation of Reasonable Security,Changing Locks with Reasonable Excuse,,,,,,1
fc072,Tribunal Application Workflow,Application to NCAT for Orders,Presenting Evidence for Inadequate Security,Tribunal Decision on Security Standards,,,,,,1
fc073,Security Compensation Workflow,Application to NCAT for Orders,Rent Reduction Due to Insecurity,Compensation for Losses,,,,,,1
fc081,Landlord Entry Workflow,Entry with Tenant Consent,Providing Notice for Entry,Limits to Entry Without Consent,,,,,,1
fc082,Privacy Breach Resolution Workflow,Tenant＊s Rights to Privacy,Providing Notice for Entry,Interference with Privacy,,,,,,1
fc083,Dispute Resolution Workflow,Application to NCAT,Seeking Compensation,Termination of Tenancy,,,,,,1
fc091,Termination Without a Reason Workflow,Issuance of Termination Notice,Notice Period,Vacating the Premises,,,,,,1
fc092,Breach of Agreement Workflow,Issuance of Termination Notice,Application to NCAT,Resolution of Breach,,,,,,1
fc093,Domestic Violence Workflow,Issuance of Termination Notice,Immediate Termination,Application to NCAT,,,,,,1
fc101,Termination Without Grounds Workflow,Issuance of Termination Notice,Minimum Notice Period,Application to NCAT,,,,,,1
fc102,Termination for Breach Workflow,Issuance of Termination Notice,Remedying the Breach,Application to NCAT,,,,,,1
fc103,Retaliatory Eviction Workflow,Issuance of Termination Notice,Challenging the Notice,Application to NCAT,,,,,,1
fc104,Hardship Termination Workflow,Application to NCAT for Hardship,Tribunal Consideration of Hardship,Vacating the Premises,,,,,,1
fc111,Breach of Agreement Workflow,Identifying a Breach,Application to NCAT,Issuance of Tribunal Orders,,,,,,1
fc112,Termination Workflow,Issuance of Tribunal Orders,Application to NCAT,Eviction Enforcement,,,,,,1
fc113,Bond Dispute Workflow,Lodging a Bond Dispute,Application to NCAT,Issuance of Tribunal Orders,,,,,,1
fc114,Hearing Workflow,Preparing for the Hearing,Issuance of Tribunal Orders,Renewing an Application,,,,,,1
fc121,Fixed-Term Tenancy Workflow,Issuance of DV Termination Notice,Application to NCAT,Transfer of Tenancy,,,,,,1
fc122,Periodic Tenancy Workflow,Issuance of DV Termination Notice,Application to NCAT,21-Day Termination Notice,,,,,,1
fc123,Sub-Tenant Workflow,Issuance of DV Termination Notice,Application to NCAT,Request for Bond Payment,,,,,,1
fc124,Domestic Violence Protection Workflow,Changing the Locks,Seeking AVOs,Landlord Obligations in DV Cases,,,,,,1
fc131,Dispute Resolution Workflow,Mediation by NSW Fair Trading,Application to NCAT,Tribunal Orders,,,,,,1
fc132,Repairs Workflow,Owners Corporation's Responsibility for Repairs,Tenant's Request to Owners Corporation,Mediation by NSW Fair Trading,,,,,,1
fc133,Pet Approval Workflow,Requesting Approval from the Owners Corporation,Application to NCAT,Compliance with By-Laws,,,,,,1
fc134,By-Laws Compliance Workflow,Owners Corporation's Responsibility for Repairs,Tenant's Request to Owners Corporation,Enforcing By-Laws,,,,,,1
fc141,Eviction Workflow,Providing Written Notice to Leave,Application to NCAT,Contacting Local Council,,,,,,1
fc142,Dispute Resolution Workflow,Application to NCAT,Settling Disputes through Conciliation,Seeking Legal Advice,,,,,,1
fc143,Repairs and Maintenance Workflow,Reporting Repairs to Landlord,Contacting Local Council,Seeking Legal Advice,,,,,,1
fc144,Termination Workflow,Providing Written Notice to Leave,Removing Personal Belongings,Ensuring Bond Refund,,,,,,1
fc151,Sub-Tenant Workflow,Signing a Written Agreement,Providing Written Notice,Application to NCAT,,,,,,1
fc152,Co-Tenant Workflow,Co-Tenants' Shared Liability,Providing Written Notice,Resolving Disputes Through Mediation,,,,,,1
fc153,Boarder/Lodger Workflow,Providing Written Notice,Contacting Local Tenants' Advocacy Services,Application to NCAT,,,,,,1
fc161,Breach of Agreement Workflow,Identifying the Breach,Issuance of Termination Notice,Application to NCAT,,,,,,1
fc162,Rent Increase Workflow,Rent Increase Notification,Issuance of Termination Notice,Vacating the Premises,,,,,,1
fc163,Extraordinary Grounds Workflow,Grounds for Termination,Issuance of Termination Notice,Vacating the Premises,,,,,,1
fc164,Premises Unusable Workflow,Condition of Premises,Immediate Termination Notice,Application to NCAT,,,,,,1
fc171,Discrimination Complaint Workflow,Identifying Discrimination,Making a Complaint to ADB or AHRC,Conciliation Process,,,,,,1
fc172,Harassment Workflow,Identifying Discrimination,Making a Complaint to ADB or AHRC,Seeking Compensation,,,,,,1
fc173,Legal Advice Workflow,Seeking Legal Advice,Filing Formal Complaints,Tribunal Proceedings at NCAT or FCC,,,,,,1
fc181,Transfer Workflow,Requesting Consent from Landlord,Providing Written Consent,Application to NCAT,,,,,,1
fc182,Sub-Letting Workflow,Preparing a Sub-Letting Agreement,Requesting Consent from Landlord,Providing Written Consent,,,,,,1
fc183,Bond Handling Workflow,Payment of Bond,Depositing the Bond,Rights and Obligations of Head-Tenants and Sub-Tenants,,,,,,1
fc191,Tenant Listing Workflow,Listing Requirements,Notifying Tenants of Intended Listing,Making a Listing in Tenant Database,,,,,,1
fc192,Access Workflow,Finding Out About a Listing,Contacting Database Operators,Accessing Information for Free,,,,,,1
fc193,Amendments and Removal Workflow,Identifying Errors in Listings,Contacting Database Operators,Application to NCAT for Disputes,,,,,,1
fc194,Dispute Resolution Workflow,Initiating a Complaint with NCAT,Application to NCAT for Disputes,Seeking Legal Advice,,,,,,1
fc201,Installation Workflow,Landlord＊s Responsibility to Install Smoke Alarms,Location and Type of Smoke Alarms,Replacement of Old Smoke Alarms,,,,,,1
fc202,Maintenance Workflow,Annual Maintenance by Landlords,Tenant＊s Obligation to Notify Issues,Reimbursement for Maintenance Expenses,,,,,,1
fc203,Notification Workflow,Tenant＊s Obligation to Notify Issues,Communication in Writing,Landlord＊s Access to Premises,,,,,,1
fc204,Battery Replacement Workflow,Landlord＊s Responsibility to Install Smoke Alarms,Tenant＊s Obligation to Notify Issues,Tenant＊s Role in Replacement,,,,,,1
fc205,Dispute Workflow,Application to NCAT,Preventing Interference with Smoke Alarms,Seeking Legal Advice,,,,,,1
fc211,Mortgage Default Workflow,Receiving a Demand for Rent,Negotiating with Mortgagee,Providing Written Notice to Vacate,,,,,,1
fc212,Eviction by Sheriff Workflow,Court Order for Possession,Providing Written Notice to Vacate,Vacating the Premises,,,,,,1
fc213,Dispute Resolution Workflow,Application to Supreme Court or NCAT,Preparing Legal Documentation,Seeking Legal Advice,,,,,,1
fc214,Bond Recovery Workflow,Lodging a Bond Claim,Application to Supreme Court or NCAT,Reclaiming Overpaid Rent,,,,,,1
fc215,Negotiation Workflow,Discussing Terms with Mortgagee,Formalizing Agreements,Application to Supreme Court or NCAT,,,,,,1
fc221,Rent Reduction Workflow,Negotiating Rent Reduction with Landlord,Applying to NCAT,Recovering Overpaid Rent,,,,,,1
fc222,Repairs Workflow,Reporting Damage to Landlord,Handling Urgent Repairs,Applying to NCAT,,,,,,1
fc223,Compensation Workflow,Documenting Losses,Applying to NCAT,Limits on Compensation,,,,,,1
fc224,Termination Workflow,Providing Immediate Termination Notices,Moving Out and Returning Keys,Handling Tribunal Disputes,,,,,,1
fc225,Safety and Damage Workflow,Keeping Out of Unsafe Premises,Handling Urgent Repairs,Protecting Property from Further Damage,,,,,,1
fc231,Utility Repairs Workflow,Tenant's Obligation to Notify Landlord of Repairs,Landlord's Responsibility for Utility Repairs,Emergency Actions,,,,,,1
fc232,Maintenance Workflow,Tenant's Obligation to Notify Landlord of Repairs,Routine Inspections by Landlord,Shared Responsibility for Costs,,,,,,1
fc233,Utility Supply Workflow,Landlord's Responsibility for Initial Setup,Tenant's Responsibility for Consumption Charges,Landlord's Responsibility for Utility Repairs,,,,,,1
fc234,Disputes Workflow,Application to NCAT for Disputes,Seeking Ombudsman Support,Negotiating Resolution,,,,,,1
fc235,Rent Reduction Workflow,Applying for Rent Reduction,Application to NCAT for Disputes,Documenting Utility Outages,,,,,,1
fc241,Immediate Response to Mould,Notify Landlord of Mould Issues,Mitigate Losses,Keep Records of Communication,,,,,,1
fc242,Seeking Repairs,Notify Landlord of Mould Issues,Apply for Tribunal Orders,Request Rent Reduction,,,,,,1
fc243,Claiming Compensation,Provide Evidence of Mould,Apply for Tribunal Orders,Attend Tribunal Hearing,,,,,,1
fc244,Leaving the Premises,Notify Landlord of Termination,Mitigate Losses,Request Rent Refund,,,,,,1
fc251,Goods Disposal Workflow,Providing Notice of Disposal,Disposal of Perishable Goods and Rubbish,Disposal Methods for Valuable Goods,,,,,,1
fc252,Goods Retrieval Workflow,Claiming Goods Before Disposal,Motor Vehicles Special Rules,Responsibility for Collection,,,,,,1
